Owner_First_Name,Owner_Family_Name,Property_Type,Property_Location,Rent_Income
Pietro,FRANCESCHI,Case numero quattro,Calle della Stua vicino al sagrà,60 ducati
Pietro,FRANCESCHI,Case numero quattro,Calle della Stua vicino al sagrà,60 ducati
Isidoro,MANZONI,Casa in solari numero 4,Corte della Stua,20 ducati
Isidoro,MANZONI,Casa in solari numero 4,Corte della Stua,20 ducati
Isidoro,MANZONI,Casa in solari numero 4,Corte della Stua,20 ducati
Isidoro,MANZONI,Casa in solari numero 4,Corte della Stua,15 ducati
Agostin,MAFFETTI,Magazin,Corte della Stua,8 ducati
Alessandro,PELLI,Casa di fresio fabricata in quattro solari con Magazini Inaffittata,Corte della Stua,0
Pietro Maria,CONTARINI SURIANI,Casa in due solarii,Corte della Stua,20 ducati
Pietro Maria,CONTARINI SURIANI,Casa in due solarii,Corte della Stua,20 ducati
Pietro Maria,CONTARINI SURIANI,Magazino,Corte della Stua,8 ducati
Iseppo,GALLO,Casa prima,Corte de Pii,55 ducati
Iseppo,GALLO,Casa seconda,Corte de Pii,55 ducati
Iseppo,GALLO,Casa terza,Corte de Pii,38 ducati
Iseppo,GALLO,Casa quarta,Corte de Pii,36 ducati
Iseppo,GALLO,Casa quinta,Corte de Pii,60 ducati
,TRON,Bottega da galliner,Ponte delle Beccarie,30 ducati
,TRON,Bottega da Calce,Ponte delle Beccarie,20 ducati
Pietro,GRIMANI,Bottega da barbier,Campo al Pozzo,50 ducati
Pietro,GRIMANI,Bottega d'aque,Campo al Pozzo,0
Pietro,GRIMANI,Magazin,Campo al Pozzo,12 ducati
Pietro,GRIMANI,Magazin con Volta,Campo al Pozzo,70 ducati
Pietro,GRIMANI,Casa in solari numero 3 con mezzadi,Campo al Pozzo,50 ducati
Pietro,GRIMANI,Casa in solari numero 3 con mezzadi,Campo al Pozzo,50 ducati
Pietro,GRIMANI,Casa in solari numero 3 con mezzadi,Campo al Pozzo,52 ducati
Pietro,GRIMANI,Casa in solari numero 3 con mezzadi,Campo al Pozzo,28 ducati
Pietro,SANUDO,Bottega da fruttariol,Ruga de Speciali alla panataria,26 ducati
Pietro,SANUDO,Bottega da galliner,Ruga de Speciali alla panataria,26 ducati
Cattarina,FALIER CORNER,Bottega da Luganegher,Ruga de Speciali alla panataria,10 ducati
Giacomo,CORNER,Bottega da luganegher,Ruga de Speciali alla panataria,4 ducati
Gasparo,BRAGADIN,Bottega da Luganegher,Ruga de Speciali alla panataria,4 ducati
Nicolo,CATTANEO,Bottega d'aque,Ruga de Speciali alla panataria,45 ducati
Giovanni Maria,FORESTI,Bottega da Salumier e Luganegher,Ruga de Speciali alla panataria,65 ducati
Domenico,MICHIEL,Bottega da Luganegher,Ruga de Speciali alla panataria,22 ducati
,TOMA,Bottega da Luganegher,Ruga de Speciali alla panataria,5 ducati
Zuanne,GRADENIGO DI GIROLAMO,Bottega da colori,Ruga de Speciali alla panataria,32 ducati
Angelo,CONTARINI,Bottega di Special,Ruga de Speciali,100 ducati
Andrea,MAFFETTI,Casa,Ruga de Speciali,46 ducati
Francesco,BONFADINI,Casa con bottega da Special,Ruga de Speciali,62 ducati
Francesco,BONFADINI,Bottega con Casa,Ruga de Speciali,220 ducati
Giovanni,DONA CORREGGIO,Bottega da Carter,Ruga de Speciali,60 ducati
Zuanne,DOLFIN,Bottega di Marcer,Ruga de Speciali,56 ducati
Zuanne,DOLFIN,Bottega d'Orefice,Ruga de Speciali,40 ducati
Marco Antonio,BARBARIGO,Bottega e volta,Ruga de Speciali,110 ducati
Marco Antonio,BARBARIGO,Bottega d'aque con volta,Ruga de Speciali,60 ducati
Marco Antonio,BARBARIGO,Bottega di Marcer,Ruga de Speciali,110 ducati
Angelo Lorenzo,MAZZETTI,Bottega,Pescaria,20 ducati
,OTTOBUONI,"Bottega con volta, e magazin",Pescaria,50 ducati
Leonardo,MOCENIGO LUCA,Botteghe da Narancer e Salumier,Pescaria,90 ducati
Giorgio Zandini Giacomo,PAVA,Bottega Salumier,Pescaria,100 ducati
Cecilia,GHELTOFF,"Casa, e bottega",Pescaria,160 ducati
Zuanne,MINIO,Bottega Salumier,Pescaria,100 ducati
Pietro,SANUDO,Bottega Salumier,Pescaria,80 ducati
Elisabetta,MARCOLINI,Botteghe due ridotti in una,Pescaria,55 ducati
Maria Cattarina,SEGRE,Botteghe due ridotti in una,Pescaria,55 ducati
Angelo,MEMO,"Due botteghe unite di Salumier e Fruttariol, magazin e volta divisa in 6 Padroni",Pescaria,25 ducati
Giacomo,BAROCI,"Due botteghe unite di Salumier e Fruttariol, magazin e volta divisa in 6 Padroni",Pescaria,26 ducati
Pietro,BAROCI,"Due botteghe unite di Salumier e Fruttariol, magazin e volta divisa in 6 Padroni",Pescaria,11 ducati
Pietro,CASTELLI,"Due botteghe unite di Salumier e Fruttariol, magazin e volta divisa in 6 Padroni",Pescaria,5 ducati
Francesca,BERNARDI,Bottega da Salumier con altra da Mandoler con Casa,Pescaria,50 ducati
Clementia,ROSSI,Bottega da Salumier con altra da Mandoler con Casa,Pescaria,50 ducati
Vettor,DA MOSTO,Statii due ridotti in un,Pescaria,20 ducati
Cattarina,TELAROLI BALBI,Statii due ridotti in un,Pescaria,48 ducati
Lorenzo,MUSITELLI,"Casa, e botteghe Salumier Barbier divise in Consorti numero 6",Pescaria,79 ducati
Domenico,BALBI,"Casa, e botteghe Salumier Barbier divise in Consorti numero 6",Pescaria,27 ducati
Girolamo,GRADENICO MARIN,"Casa, e botteghe Salumier Barbier divise in Consorti numero 6",Pescaria,13 ducati
Angelo,GRASSI POLO,"Casa, e botteghe Salumier Barbier divise in Consorti numero 6",Pescaria,6 ducati
Giovanni Battista,FILOSI,"Casa, e botteghe Salumier Barbier divise in Consorti numero 6",Pescaria,22 ducati
Pietro,IBERTI,Bottega vuota con Agua,Pescaria,41 ducati
Andrea,BERNARDO,Bottega vuota con Agua,Pescaria,14 ducati
Benetto,PELIZZARIO,Bottega vuota con Agua,Pescaria,8 ducati
Battista,ZEN,Bottega da fruttariol,Sotto le Fabriche,20 ducati
Angela,MONTI,Bottega da barbier,Sotto le Fabriche,35 ducati
Battista,ZEN,Bottega da barbier,Sotto le Fabriche,18 ducati
,RUBINI,Bottega vuota,Sotto le Fabriche,50 ducati
Giovanni Battista,CONTARINI,Bottega Salumier,Sotto le Fabriche,26 ducati
Vicenzo,CONTARINI PONTE,Magazin,Calle della Donzella,12 ducati
,VENIER PONTI,Volta,Calle della Donzella,26 ducati
,VENIER PONTI,Volta,Calle della Donzella,20 ducati
,VENIER PONTI,Volta,Calle della Donzella,12 ducati
Cristina,DAMULA,Magazin,Calle della Donzella,9 ducati
Pietro,DUODO,"Casa in due soleri, primo",Calle della Donzella,50 ducati
Pietro,DUODO,"Casa in due Soleri, secondo",Calle della Donzella,48 ducati
Cattarina,MALIPIERO FALIER CORNER,Bottega con volta,Rughetta,10 ducati
Pietro,DUODO,Bottega da barbier con volta,Rughetta,24 ducati
Vicenzo,DA RIVA,Bottega con volta,Rughetta,11 ducati
Francesco Maria,LINI,Casa con Magazin,Calle della Torre,47 ducati
,ZANCHI RIVA,Magazin,Calle della Torre,12 ducati
Zorzi,MANOLESSO,Bottega con casa in due solari,Calle della Torre,28 ducati
Pietro,BAROZZI,Bottega con casa in due solari,Calle della Torre,8 ducati
Zorzi,MANOLESSO,Bottega da botter con casa,Calle della Torre,23 ducati
Sgualdo,GALICII,Bottega da botter con casa,Calle della Torre,23 ducati
Francesco,VITTI,Magazin con volta,Calle della Torre,15 ducati
Nicoletto,CAPOGROSSO,Magazin,Calle della Torre,7 ducati
Nicoletto,CAPOGROSSO,Magazin,Calle della Torre,0
Giacomo,GIRARDI,Magazin,Calle della Torre,0
Zuanne,DALEZE,Bottega da botter,Calle del Pestrin,16 ducati
_consorte,VIANOLI,Casa in tre solari,Calle del Pestrin,27 ducati
_consorte,VIANOLI,Casa in tre solari,Calle del Pestrin,27 ducati
Giacomo,CORRER,Casa in tre solari,Calle del Pestrin,30 ducati
Giacomo,CORRER,Casa in tre solari,Calle del Pestrin,28 ducati
Giacomo,CORRER,Casa in tre solari,Calle del Pestrin,16 ducati
Giacomo,CORRER,2 Magazini,Calle del Pestrin,36 ducati
Giacomo,CORRER,2 Magazini,Calle del Pestrin,12 ducati
Alvise Gaspero,MALIPIERO,Bottega da botter,Calle del Pestrin,10 ducati
Zorzi,MANOLESSO,Bottega d'aque,Calle della Gallia,30 ducati
Zorzi,MANOLESSO,Casa,Calle della Gallia,24 ducati
Zorzi,MANOLESSO,Bottega da barbier,Calle della Gallia,16 ducati
Zorzi,MANOLESSO,Magazin,Calle della Gallia,16 ducati
Zorzi,MANOLESSO,Casa in tre solari con cinque fitanze,Calle della Gallia,22 ducati
Zorzi,MANOLESSO,Casa in tre solari con cinque fitanze,Calle della Gallia,24 ducati
Zorzi,MANOLESSO,Casa in tre solari con cinque fitanze,Calle della Gallia,19 ducati
Zorzi,MANOLESSO,Casa in tre solari con cinque fitanze,Calle della Gallia,18 ducati
Zorzi,MANOLESSO,Casa in tre solari con cinque fitanze,Calle della Gallia,16 ducati
Zorzi,MANOLESSO,Casa,Calle della Gallia,40 ducati
Gasparo,LIPAMANO,Bottega d'acque,Calle della Gallia,21 ducati
Zuanne,SAGREDO,Bottega d'acque,Calle della Gallia,10 ducati
Carlo,CONTARINI,Bottega da Orefice in 4° portioni,Calle della Gallia,0
Alvise,PISANI,Bottega da Orefice in 4° portioni,Calle della Gallia,9 ducati
Cornelia,CORNER ARNALDI,Bottega da Orefice,Calle della Gallia,14 ducati
Polo,PELIZARI,Bottega simile,Calle della Gallia,12 ducati
,POMER,Bottega,Calle della Gallia,24 ducati
Francesco,VEZZI,Bottega da Orefice,Calle della Gallia,17 ducati
Francesco,VEZZI,Bottega simile,Ruga,17 ducati
Zuanne,DOLFIN,Botega da Beccher,Ruga,0
Zuanne,DOLFIN,Bottega da fruttariol,Ruga,78 ducati
Zuanne,DOLFIN,Volta n° 1,Ruga,14 ducati
Zuanne,DOLFIN,Volta n° 2,Ruga,12 ducati
Zuanne,DOLFIN,Volta n° 3,Ruga,16 ducati
Zuanne,DOLFIN,Volta,Ruga,24 ducati
Pietro,DUODO,Volta,Ruga,11 ducati
Alvise,CARARA,Volta,Ruga,16 ducati
Giovanni Battista,LOREDAN,Casa in due portioni,Ruga,32 ducati
Ferigo,CORNER,Casa in due portioni,Ruga,40 ducati
Zorzi,MANOLESSO,Magazin,Calle de Sartori,16 ducati
Zorzi,MANOLESSO,Bottega,Calle de Sartori,16 ducati
Francesco,MOLIN,Magazin,Calle de Sartori,8 ducati
Francesco,MOLIN,Casa,Calle de Sartori,80 ducati
Alvise,DAMOSTO,Magazin,Calle de Sartori,5 ducati
Francesco,MOLIN,Bottega,Calle de Sartori,6 ducati
Francesco,MOLIN,Casa in tre solari,Calle de Sartori,28 ducati
Francesco,MOLIN,Casa in tre solari,Calle de Sartori,20 ducati
Francesco,MOLIN,Casa in tre solari,Calle de Sartori,24 ducati
Alvise,MAGNO,Scola del Cristo,Calle dell'Angelo,40 ducati
Alvise,MAGNO,Casa in solari numero 7,Calle dell'Angelo,18 ducati
Francesco,LABIA,Casa in solari numero 7,Calle dell'Angelo,18 ducati
Alvise,MAGNO,Casa in solari numero 7,Calle dell'Angelo,25 ducati
Alvise,MAGNO,Portione,Calle dell'Angelo,25 ducati
Alvise,MAGNO,Portione,Calle dell'Angelo,14 ducati
Alvise,MAGNO,Portione,Calle dell'Angelo,18 ducati
Francesco,BONFADINI,Casa in due Solari,Calle dell'Angelo,50 ducati
Francesco,BONFADINI,Casa in due Solari,Calle dell'Angelo,56 ducati
Ferigo,CALBO,Casa,Dietro la Chiesa,48 ducati
Ferigo,CALBO,Bottega da barbier,Dietro la Chiesa,8 ducati
Ferigo,CALBO,Casa,Dietro la Chiesa,40 ducati
Ferigo,CALBO,Magazin,Dietro la Chiesa,0
,CORRER,Bottega da Marangon,Ruga vecchia,6 ducati
,CORRER,Botteghe ridotte in magazin,Ruga vecchia,6 ducati
,CORRER,Bottega con Casa,Ruga vecchia,42 ducati
Angelo,SOLARI,Casa,Ruga vecchia,30 ducati
Marco,NEGRI,Casa in due solari,Ruga vecchia,21 ducati
Marco,NEGRI,Casa in due solari,Ruga vecchia,7 ducati
Marco,NEGRI,Bottega da Orefice,Ruga vecchia,5 ducati
Giorgio,BAVELA,Bottega,Ruga vecchia,10 ducati
Giorgio,BAVELA,Bottega da Orefice,Ruga vecchia,10 ducati
Cristoforo,ORSETTI,Bottega da Orefice,Ruga vecchia,6 ducati
Cristoforo,ORSETTI,Bottega da Orefice,Ruga vecchia,6 ducati
Cristoforo,ORSETTI,Bottega da Orefice,Ruga vecchia,8 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,24 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,15 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,15 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,15 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,16 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,18 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,28 ducati
Isabella,MOLIN CORRER,Casa in 4 Solari con fitanze n° 8,Scalle di Ka' Molin,12 ducati
Isabella,MOLIN CORRER,Bottega vuota,Ruga Vecchia,12 ducati
Isabella,MOLIN CORRER,Magazin,Ruga Vecchia,5 ducati
Isabella,MOLIN CORRER,Magazin ridotto in due,Ruga Vecchia,6 ducati
Cristoforo,ORSETTI,Casa,Calle del Figher,36 ducati
Cristoforo,ORSETTI,Casa vuota,Calle del Figher,32 ducati
Elisabetta,TRON,Magazin,Calle del Figher,12 ducati
Silvestro,PONTE,Casa,Calle del Figher,56 ducati
Alvise,BARBARO,Bottega,Calle del Figher,30 ducati
Giovanni Battista,SUCCIS,Casa,Calle del Figher,50 ducati
Alvise,MOCENIGO,Bottega d'aque,Calle del Figher,24 ducati
Bernardin,BARONCELLI,Bottega da brochetta,Calle del Figher,24 ducati
Girolamo,VAUTENANGHER,Bottega da Orefice,Calle del Figher,16 ducati
Stefano,BRAVI,Bottega da Orefice,Calle del Figher,20 ducati
Isidoro,MANZONI,L'Anzolo due Canevini,,20 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,8 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,6 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,10 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,8 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,7 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,10 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,12 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,8 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,6 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,9 ducati
Pietro,DONA,L'Anzolo terzo solaro diverse affitanze,,8 ducati
Pietro,DONA,L'Anzolo Altra Camera,,10 ducati
,TRON,Le due Spade Osteria,,496 ducati
Filippo,DONA,Osteria La Donzella,,200 ducati
Piero,MARCELLO,casa per prorpio uso,Campo di San Polo,0
Piero,MARCELLO,casa,Campo di San Polo,175 ducati
Piero,MARCELLO,casa,Campo di San Polo,110 ducati
Nicolo,CORNARO,casa,In calle di Cornaro,30 ducati
Ferigo,CORNER,casa,In calle di Cornaro,20 ducati
Andrea,CORNER,casa,In calle di Cornaro,24 ducati
Cristina,DA MULA,casetta,In calle di Cornaro,12 ducati
Cristina,DA MULA,casa,In calle di Cornaro,22 ducati
Zaccaria,VALIER,soffitta,In calle di Cornaro,10 ducati
Zaccaria,VALIER,soler di mezzo,In calle di Cornaro,19 ducati
Cristina,DALLA MULA,casa soler di sotto,In calle di Cornaro,21 ducati
Cristina,DA MULA,soler di sopra,In calle di Cornaro,26 ducati
Cristina,DA MULA,casa a pepian,In calle di Cornaro,12 ducati
Andrea,CORNARO,casa,In calle di Cornaro,70 ducati
Andrea,CORNARO,casa,In calle di Cornaro,62 ducati
Piero,SANUDO,casa per proprio uso,In calle di Cornaro,0
Piero,SANUDO,magazen contiguo alla casa,In calle di Cornaro,55 ducati
,CORNARO,altra casa primo soler,In calle di Cornaro,18 ducati
,CORNARO,secondo soler,In calle di Cornaro,20 ducati
,CORNARO,terzo soler,In calle di Cornaro,16 ducati
,CORNARO,quarto soler,In calle di Cornaro,16 ducati
,CORNER,casa primo soler,In calle di Cornaro,18 ducati
,CORNARO,secondo soler,In calle di Cornaro,20 ducati
,CORNARO,casa terzo soler,In calle di Cornaro,20 ducati
,CORNER,casa primo soler,In calle di Cornaro,10 ducati
,CORNER,secondo soler,In calle di Cornaro,26 ducati
,CORNER,casa a pepian,In calle di Cornaro,10 ducati
Pietro,GARZONI,casa e due casette,Campo di San Polo,160 ducati
Pietro,GARZONI,casa e casetta,Calle detta Turlona,150 ducati
Polo,TREVISAN,casa con due magazzeni,Calle detta Turlona,160 ducati
Giulio,QUERINI,magazzeno,Calle detta Turlona,24 ducati
Lorenzo,PEZZANA,casa per proprio uso,Calle detta Turlona,0
Giulio,QUERINI,casa per proprio uso,Calle detta Turlona,0
Nicolo,MAGNO,casa,Calle detta Turlona,40 ducati
Nicolo,MAGNO,magazeno,Calle detta Turlona,10 ducati
Giacomo,MASSARINI,casa,Calle detta Turlona,80 ducati
Zuanne,NANI,casa,Campo di San Polo,62 ducati
Marco,SALAMON,casa,Campo di San Polo,83 ducati
Aurelio,CONTARINI,casa,Campo di San Polo,80 ducati
Nicolo,DONA,casa,Campo di San Polo,110 ducati
,TOMA MOCENIGO SORANZO,casa,Campo di San Polo,0
Zuanne,SAGREDO,casa,Giù dal ponte dei Cavalli,77 ducati
Agostino,MAFFETTI,casa per proprio uso,Giù dal ponte dei Cavalli,0
Marin,BERNARDO,casa,Campo di San Polo,80 ducati
Narub,BERNARDO,casa,Campo di San Polo,70 ducati
Marin,BERNARDO,casa,Campo di San Polo,70 ducati
Marin,BERNARDO,casa,Campo di San Polo,90 ducati
Basilio,PELLEGRINI,casa,Campo di San Polo,50 ducati
Marin,BERNARDO,casa,Campo di San Polo,32 ducati
Marin,BERNARDO,botteghe due,Al ponte della Maddonetta,80 ducati
,TOMA MOCENIGO SORANZO,magazen,Al ponte della Maddonetta,24 ducati
Elena,VIANOL,bottega,Al ponte della Maddonetta,8 ducati
Elena,VIANOLI,bottega,Al ponte della Maddonetta,8 ducati
Elena,VIANOLI,bottega,Al ponte della Maddonetta,16 ducati
Marin,BERNARDO,casa,Al ponte della Maddonetta,18 ducati
Marco,CONTARINI,casa e bottega,Al ponte della Maddonetta,24 ducati
Marco,CONTARINI,bastioni,Giù al ponte della Madonetta,418 ducati
Marco,CONTARINI,casa e bottega,Giù al ponte della Madonetta,48 ducati
Marco,CONTARINI,casa,Sopra le scale del fabro alla Madonetta,28 ducati
Marco,CONTARINI,casa,Sopra le scale del fabro alla Madonetta,28 ducati
Marco,CONTARINI,casa,Sopra le scale del fabro alla Madonetta,24 ducati
Marco,CONTARINI,casa e bottega,Sopra le scale del fabro alla Madonetta,130 ducati
Antonio,MOCENIGO,inviamento di pistor,Sopra le scale del fabro alla Madonetta,0
Antonio,CONTARINI,casa e bottega con magazen,Sopra le scale del fabro alla Madonetta,110 ducati
Antonio,GIUSTINIANI,casa e bottega,Sopra le scale del fabro alla Madonetta,70 ducati
Iseppo,PISENTI,inviamento di casarol,Sopra le scale del fabro alla Madonetta,0
Daniel,GIUSTINIAN,casa e bottega,Giù dal ponte della Maddonetta,60 ducati
Antonio,MASSARINI,inviamento di luganegher,Giù dal ponte della Maddonetta,80 ducati
Marco,CONTARINI,casa,Giù dal ponte della Maddonetta,11 ducati
Marco,CONTARINI,casa,Giù dal ponte della Maddonetta,15 ducati
Marco,CONTARINI,casa,Giù dal ponte della Maddonetta,24 ducati
Marco,CONTARINI,casa,Giù dal ponte della Maddonetta,8 ducati
Marco,CONTARINI,casa,Giù dal ponte della Maddonetta,12 ducati
Marc'antonio,GIUSTINIAN,casa e bottega,Sopra le scale del fabro alla Madonetta,70 ducati
Marin,BERNARDI,casa e bottega,Sopra le scale del fabro alla Madonetta,34 ducati
Zuane Battista,BERNARDO,casa,Calle della Madonna,36 ducati
Marin,BERNARDO,casa,Calle della Madonna,68 ducati
Francesco,BERNARDO,casa,Calle della Madonna,18 ducati
Francesco,BERNARDO,casa primo soler,Calle della Madonna,10 ducati
Francesco,BERNARDO,casa secondo soler,Calle della Madonna,10 ducati
Marin,BERNARDO,casa,Calle della Madonna,60 ducati
Marin,BERNARDO,casa,Calle della Madonna,240 ducati
Anzolo,GRASSI,casa,Calle della Madonna,80 ducati
Angelo,SAVELLI,casa,Calle della Madonna,12 ducati
Girolamo,ARRIGONI,altra casa,Calle della Madonna,12 ducati
Marin,BERNARDO,casa,Calle della Madonna,95 ducati
Marin,BERNARDO,casa,Calle della Madonna,30 ducati
Marin,BERNARDO,casa,Calle della Madonna,50 ducati
Marin,BERNARDO,bottega,Calle della Madonna,10 ducati
Marin,BERNARDO,bottega,Calle della Madonna,12 ducati
Marin,BERNARDO,bottega,Calle della Madonna,18 ducati
Domenico,TIEPOLO,casa,Sulla fondamentina del fiorer,12 ducati
Girolamo,GIUSTINIAN,casa,Sulla fondamentina del fiorer,54 ducati
Girolamo,GIUSTINIAN,casa,Sulla fondamentina del fiorer,54 ducati
Girolamo,GIUSTINIAN,casa,Sulla fondamentina del fiorer,80 ducati
Girolamo,GIUSTINIAN,casa,Sulla fondamentina del fiorer,66 ducati
Francesco,MOLINARI,casa,Sulla fondamentina del fiorer,20 ducati
Marc'antonio,MOLIN,casa,Fondamenta delle erbe,8 ducati
Marc'antonio,MOLIN,casa,Fondamenta delle erbe,15 ducati
Marc'antonio,MOLIN,magazen da ogio,Fondamenta delle erbe,24 ducati
Francesco,MOLINARI,casa,Fondamenta delle erbe,14 ducati
,TEODORA,inviamento da calegher,Campo di San Polo,7 ducati
Lorenzo,LUCADELLO,beccaria,Campo di San Polo,0
Domenico,COLOMBO,stazio,Campo di San Polo,96 ducati
Zuanne Antonio,TIEPOLO,casa e bottega,Campo di San Polo,50 ducati
Lunardo,PESARO,casa primo soler,Calle del Marzer,9 ducati
Lunardo,PESARO,"casa, secondo soler",Calle del Marzer,9 ducati
Lunardo,PESARO,casa,Calle del Marzer,12 ducati
Antonio,PESARO,casa,Calle del Marzer,55 ducati
Lunardo,PESARO,botteghe n.2,Calle del Marzer,50 ducati
Lunardo,PESARO,casa e bottega,Campo di San Polo,138 ducati
Lunardo,PESARO,casa in soler,Campo di San Polo,26 ducati
Lunardo,PESARO,casa,Calle del Spicier,10 ducati
Giulio,MORONA,casa e 2 botteghe,In faccia della Chiesa,38 ducati
Lodovico,PRIULI,casa,In faccia della Chiesa,0
Lodovico,PRIULI,casa e bottega,In faccia della Chiesa,30 ducati
Marc'antonio,CORBELLI,casa,Dietro il bastione di San Polo,110 ducati
Ascanio,GIUSTINIAN,casa e magazen,Dietro il bastione di San Polo,0
Marin,CAPELLO,casa,Dietro il bastione di San Polo,0
Antonio,CAPELLO,casa,Dietro il bastione di San Polo,150 ducati
Marietta,MARCELLO,casa,Corte Contarina,12 ducati
Marietta,MARCELLO,casa,Corte Contarina,12 ducati
Zorzi,ARRIGONI,casa,Corte Scura,12 ducati
Domenico,GIRARDI,magazen unito all'inviamento della bottega di frutariol,Corte Scura,0
Costantin,FRANCESCHI,casa,Corte Scura,17 ducati
,COSTANTINI FRANCESCHI,casa,Corte Scura,12 ducati
Costantin,FRANCESCHI,casa,Corte Scura,8 ducati
Zorzi,ARRIGONI,casa,Corte Scura,20 ducati
Zorzi,ARRIGONI,casa,Corte Scura,6 ducati
Zorzi,ARRIGONI,casa,Corte Scura,14 ducati
Francesco,SOPRANA,casa,Corte Scura,20 ducati
Zorzi,ARRIGONI,casa,Corte Scura,9 ducati
