owner_family_name,building_functions
trevisan,"['bottega', 'bottega', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'magazzeno', 'casa', 'casa', 'andito', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'bottega', ' volta', 'bottega', 'stanza', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'corto', ' magazzeno', 'casa', 'bottega', 'magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', ' casa', 'casa', 'bottega', 'corto', ' sottoportico', 'bottega', ' casa', 'casa', ' magazzeno']"
trevisana,['casa']
trevisani,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa']"
treò bon,"['casa', 'casa']"
trieste,"['casa', ' corto', ' giardino', ' portico', 'casa', ' corto', ' giardino', ' portico', 'casa', ' corto', ' giardino', ' portico', 'casa', ' corto', ' giardino', ' portico', 'casa', ' corto', ' giardino', ' portico', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
triffoni,['casa']
trifoni,"['casa', 'casa']"
triti,['casa']
trois,"['casa', 'casa', 'corto', ' sottoportico', 'casa']"
tromba,"['casa', ' corto']"
trombe,['casa']
trombeta,"['bottega', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto']"
trombetta,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
tron,"['casa', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' locanda', 'casa', 'bottega', ' casa', ' magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' volta']"
tron dona',"['bottega', 'bottega', ' casa', ' corto', ' magazzeno', ' osteria', 'casa', ' osteria', 'casa', ' osteria', 'bottega', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', ' stanza']"
tron donà,"['casa', ' corto', 'casa', 'casa', 'casa']"
tron priuli,"['casa', ' corto', 'casa', 'casa', 'bottega', ' casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', ' magazzeno', 'bottega', 'bottega', ' volta', 'bottega', ' stanza']"
tronconi,['casa']
trosolini,['casa']
trovisan,['casa']
trusis,['casa']
turbin,['casa']
turcato pesenti,"['magazzeno', 'casa']"
turchetto,"['casa', 'casa', 'casa', 'casa']"
turco,"['bottega', ' casa']"
turra,"['magazzeno', 'magazzeno', 'magazzeno', 'magazzeno']"
turra aprile,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto']"
tuschetto,['casa']
udine,['casa']
ughi,"['casa', 'andito', 'casa', 'casa']"
ughi zanchi,['bottega']
urbani,['bottega']
usabel,['casa']
usiel,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'appartamento', 'appartamento']"
utebergher,"['casa', ' corto', 'casa', ' corto']"
vacile,"['casa', 'bottega']"
vacilli,"['bottega', ' casa', 'casa', 'bottega']"
vacrini,"['casa', 'casa', 'casa', 'magazzeno', 'casa', 'casa']"
valanein,"['casa', 'casa', 'casa', 'casa', 'casa']"
valaresso,"['casa', 'bottega', ' casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', ' casa', 'bottega', ' stanza', 'bottega', 'bottega', ' casa']"
valaresso barbarigo,"['casa', ' corto', 'casa']"
valencin,['bottega']
valenti,['casa']
valentini,"['casa', 'casa', 'bottega', ' casa']"
valier,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'andito', ' corto', 'casa', 'bottega', ' casa', ' corto', ' forno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'magazzeno', 'appartamento', 'casa', 'casa', 'casa', 'orto', 'casa', 'casa']"
valier balbi,"['casa', 'casa', 'casa', 'casa']"
vallaresso,"['casa', 'casa']"
vallarezzo,"['bottega', ' casa']"
vallier,"['bottega', ' casa']"
valloto,"['magazzeno', 'magazzeno']"
valmarana,"['casa', ' corto', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'bottega', 'bottega', 'casa', ' corto']"
valmarin,"['casa', 'casa']"
valvason,"['casa', 'casa', ' corto', 'magazzeno', 'casa', 'casa', 'casa', 'casa']"
valvasoni,"['bottega', ' casa']"
valvesso barbarigo,"['casa', ' corto', 'casa', ' corto']"
vanasel giusto,"['casa', 'casa']"
vanaxel,"['casa', 'casa']"
vanaxel giusto,"['casa', 'casa', 'casa', 'casa', 'casa']"
vanaxel minelli,['magazzeno']
vanejt,"['casa', 'casa']"
vanesi,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
vanest,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa']"
vanesta,['casa']
vanestre,"['casa', ' corto']"
vanetti,"['casa', 'casa', 'casa', 'casa']"
vansel castelli giusto,"['casa', ' corto']"
varda,"['magazzeno', 'forno']"
varesti,['bottega']
varisco,"['casa', 'casa', 'casa', 'casa', 'casa', ' magazzeno']"
varizzo,"['casa', 'casa']"
varnier,"['casa', ' corto']"
varrato,['casa']
varrini,"['bottega', ' locale']"
varrotti novazza giusto,"['bottega', ' casa']"
vasilicò,['casa']
vassilli,"['bottega', ' casa', 'bottega', ' casa']"
vastielli,"['bottega', ' casa']"
vattielli,"['bottega', ' casa', 'casa']"
vazzola,['casa']
vecchiaia,['casa']
vecil,"['casa', 'casa']"
veludo,"['casa', ' corto', 'casa', 'casa', ' corto']"
venanzio,['casa']
vendrame pasqualini,"['corto', ' sottoportico', 'casa', ' corto']"
vendramin,"['magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'casa', ' corto', ' fabbrica', ' tintoria', 'casa', ' corto', ' fabbrica', ' tintoria', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'palazzo', 'palazzo', 'palazzo', 'palazzo', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', 'casa', ' magazzeno', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'bottega', ' casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa']"
vendramin calergi,"['casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'palazzo', 'palazzo', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'casa', 'bottega', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno']"
vendramin donado,"['casa', ' corto']"
vendramin soranzo,"['casa', ' corto']"
vendramina,"['casa', 'casa']"
vendramini,"['bottega', 'casa', 'bottega', 'casa', 'bottega', 'casa', 'casa', 'bottega', ' casa', 'casa']"
venedramin calergi,"['corto', ' sottoportico']"
venenzio,['bottega']
venerio,"['casa', 'bottega']"
venezia,"['casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa']"
venier,"['casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'bottega', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' casa', 'bottega', ' magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', ' corto', 'bottega', 'casa', ' corto', 'casa', ' corto', 'casa', 'bottega', ' casa', 'casa', ' magazzeno', 'bottega', ' locale', 'bottega', ' locale', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'locale', ' teatro', 'locale', ' teatro', 'bottega', ' casa', 'casa', ' magazzeno', 'casa', ' corto', 'bottega', ' casa', 'magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', ' casetta', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'corto', ' palazzo', 'corto', ' palazzo', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', 'palazzo', 'palazzo', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', 'bottega', 'bottega', 'bottega', 'bottega', 'bottega', 'bottega', 'magazzeno', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
venier contarini,"['bottega', ' casa', ' corto', 'casa', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', ' locale', 'casa', ' corto', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', 'bottega']"
venier corner,"['bottega', ' casa']"
venier fonte,"['casa', ' magazzeno', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casetta', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'palazzo', 'casa']"
venier fonti,"['bottega', ' casa', 'casa']"
venier forte,"['bottega', 'bottega']"
ventel,['casa']
ventura,"['magazzeno', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'bottega', ' volta', 'magazzeno', 'casa', 'bottega']"
venturali,"['magazzeno', 'bottega', 'bottega', ' corto', 'bottega', ' casa', 'bottega', ' casa', ' corto', 'casa', 'bottega', ' casa']"
venturini,"['casa', 'casa', 'casa', 'casa']"
verasso,"['bottega', ' casa']"
verdan,"['casa', 'casa']"
verdi,"['bottega', ' casa', ' corto', 'bottega', ' casa', 'casa', ' corto', 'corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'bottega', ' stanza']"
verini,"['casa', 'casa']"
verlato,"['casa', ' corto']"
vernasobre,['casa']
vernisi,"['casa', 'casa', 'casa', ' corto', 'casa']"
verocai,"['casa', ' corto']"
verona,"['bottega', 'casa', 'casa', 'casa', 'magazzeno']"
veronese,"['casa', 'casa', ' corto', ' magazzeno', 'magazzeno', 'casa']"
veronesi,"['casa', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa']"
versori,"['casa', 'casa', 'casa', 'casa']"
vescovado,"['bottega', ' casa', 'casa']"
vespasiani,['casa']
vessil,"['casa', 'casa', 'casa', 'casa']"
vettioli,['bottega']
vettori,"['magazzeno', 'bottega']"
vettori cisco,['magazzeno']
vettori padoan,['magazzeno']
vetturi,"['bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno']"
vetturi borghetti,"['casa', 'appartamento', 'appartamento']"
vetturi veronese,"['bottega', 'bottega', ' casa']"
vetturi veronesi,['bottega']
veturi veronese,"['bottega', ' casa', ' corto']"
vevrini,"['bottega', ' volta']"
vezzi,['casa']
viali,"['casa', 'casa']"
vianello,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'corto', ' magazzeno', 'bottega', ' casa', 'casa', ' corto', 'magazzeno', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'magazzeno', 'casa', ' corto', 'magazzeno', 'casa', 'casa']"
viani,"['casa', 'casa']"
vianni,"['casa', 'casa', 'casa']"
viaro,"['casa', 'casa', 'casa', 'casa']"
viato,['casa']
vicelli,"['bottega', ' casa', ' corto']"
vicentini,"['casa', 'casa', 'casa']"
vidiman,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'bottega', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', ' corto', ' magazzeno', 'casa', ' corto', ' magazzeno', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa']"
vidman,"['casa', 'casa', 'casa']"
vido,['casa']
vigentini,['casa']
vignola,"['bottega', ' casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'casa', ' corto', 'casa', ' corto', 'casa']"
vigonzo,"['casino', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
villabruna,['casa']
vinacese,"['casa', 'casa', 'casa', 'casa']"
vinanti,"['casa', ' corto']"
vincenti foscarini,"['bottega', ' casa', 'bottega', ' casa', 'casa']"
vincoli,"['casa', ' corto']"
vio,"['casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'corto']"
viola,"['casa', 'casa', 'casa', 'casa', 'casa']"
violin,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
violina,['casa']
violini,"['casa', ' corto']"
violià,['casa']
vircovich,"['bottega', 'casa']"
virla,['bottega']
visciuta,['casa']
visconti negri,['casa']
viscovich,"['bottega', ' volta', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa']"
visentini,"['casa', 'magazzeno', 'bottega', 'bottega']"
visetti,"['bottega', ' casa', ' corto']"
visich,"['bottega', ' casa', 'bottega']"
visik,"['bottega', ' casotto']"
visilich,"['casa', 'casa']"
vitalba,"['bottega', ' casa']"
vitali,"['bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
vittore,"['casa', ' magazzeno']"
vitturi,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'magazzeno', 'casa']"
vitturi giustinian,"['bottega', ' casa', ' corto']"
vitturi veronese,"['bottega', ' casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
vitturi veronesi,"['casa', 'casa']"
vituri borghetti,['casa']
viuti,"['bottega', ' casotto']"
vivante,"['casa', 'appartamento', ' casa', 'bottega', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
viviali,"['casa', 'casa']"
vizentini,"['casa', 'magazzeno', 'casa', 'casa']"
vié si,"['bottega', ' casa']"
vlasto',"['casa', 'casa', 'casa', 'casa']"
vnigo,['casa']
voderini,"['casa', 'casa']"
volpato,['bottega']
volpi,"['bottega', 'bottega', ' casa', 'bottega', ' casa', 'casa']"
vovo',['bottega']
widiman,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', ' casetta', ' magazzeno', 'casa', 'bottega']"
widman,"['casa', 'casa', 'casa', 'casa', 'magazzeno', 'appartamento', 'appartamento', 'appartamento', 'casa']"
widmann,['casa']
wittmaan,"['casa', ' corto', ' magazzeno']"
zabeo,"['casa', 'casa']"
zacaleti,"['casa', 'casa', ' corto', ' tintoria']"
zachr,['bottega']
zagari,['magazzeno']
zagher,"['casa', 'casa']"
zaghetti,"['casetta', 'casetta']"
zaguri,"['casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'bottega', ' palazzo', 'bottega', ' palazzo', 'bottega', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', ' corto']"
zais,"['casa', 'casa', 'casa']"
zajer,"['casa', 'casa']"
zalvani,"['casa', ' forno']"
zambelli,"['casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'magazzeno', 'casa', ' magazzeno', 'bottega', ' casa', ' corto', 'bottega', ' casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', 'casa', 'casa', 'casa', ' magazzeno', 'casa', 'casa', ' magazzeno', 'casa', 'casa', 'casa', ' magazzeno', 'bottega', 'casa', 'bottega', 'bottega', ' casa', 'casa', 'casa', 'casa']"
zambon,['casa']
zamboni,['magazzeno']
zamparo,"['casa', ' corto']"
zampiceni,"['bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa']"
zampiereti,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
zampieri,"['casa', 'casa', 'casa', 'casa', ' corto', ' forno', 'casa']"
zampireti,['casa']
zanardelli,['bottega']
zanardi,"['casa', 'casa', 'bottega']"
zanardini,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
zanato,"['bottega', ' casa']"
zancato,"['bottega', ' casa', ' corto', 'bottega', ' casa', ' corto']"
zanchetta,"['bottega', ' casa']"
zanchi,"['casa', 'casa', 'casa', 'corto', ' sottoportico', 'casa', 'casa', ' corto', 'corto', ' magazzeno', 'casa', ' corto', 'casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', ' forno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', ' magazzeno', 'casa', 'andito', 'bottega', ' casa']"
zanchini,['casa']
zandinella,"['casa', 'casa', 'casa']"
zandinelli,"['bottega', ' casa']"
zane,"['casa', 'casa', 'casa', 'magazzeno', 'casa', ' corto', 'casa', 'corto', ' sottoportico', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'corto', ' magazzeno']"
zanenghi,"['bottega', ' magazzeno']"
zaneti,"['casa', 'casa']"
zanetti,"['casa', ' corto', 'casa', 'casa']"
zanfei trombetta,"['casa', 'casa']"
zangarofoli,['casa']
zanghetti,['casa']
zani,"['bottega', ' casa']"
zanibon,"['casa', 'casa']"
zaniboni,"['magazzeno', 'casa', ' corto', 'casa', ' magazzeno', 'magazzeno', 'casa', 'casa', 'casa', ' magazzeno', ' vendivino', 'bottega', ' casa', 'casa', ' magazzeno']"
zanimbon,"['casa', ' spazio', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa']"
zanin,['casa']
zanini,"['bottega', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
zanne,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
zannini,"['bottega', ' casa']"
zannon,['casa']
zanobrio,"['casa', 'casa', 'casa']"
zanon,"['casa', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
zanon giorgin,['casa']
zanon lodi,['casa']
zanoni,"['bottega', ' stanza']"
zanotti,"['bottega', ' casa']"
zanovello gelusi,['casa']
zantoderi,"['casa', ' corto', 'casa', ' corto', 'casa', 'casa']"
zanucchi,"['casa', 'magazzeno', 'casa']"
zanuti,"['magazzeno', 'casa', ' corto']"
zanuto,"['casa', 'casa']"
zanutta,['casa']
zanutti,['magazzeno']
zanzonio,"['casa', 'casa', 'casa']"
zapella,"['casa', 'casa', 'casa', 'casa', 'bottega', ' casa', ' corto', 'sottoportico']"
zappa,['casa']
zappella,"['casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa']"
zara,"['corto', ' sottoportico', 'casa', ' corto', 'casa']"
zaramellin,"['bottega', ' casa']"
zarcoli,['casa']
zarcovich caimo,"['casa', 'casa']"
zatta,"['casa', ' corto', ' magazzeno', 'casa']"
zatti,"['casa', 'magazzeno']"
zavaldi,"['casa', 'casa']"
zavelli,"['casa', 'casa']"
zeberlin,['casa']
zecchini,"['casa', 'casa']"
zefiri,['casa']
zemello,"['corto', 'casa']"
zen,"['bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'bottega', 'bottega', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'appartamento', 'appartamento', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'casa', ' corto', 'bottega', ' casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'bottega', 'casa', 'casa', 'corto', 'corto', 'bottega', ' casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'corto', ' magazzeno', 'casa', ' magazzeno', 'casa', 'casa', 'casa', 'bottega', ' casa', 'casa', 'bottega', ' casa', ' corto', 'bottega', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' corto', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'magazzeno', 'magazzeno', 'casa', 'casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'palazzo', 'magazzeno', ' palazzo', 'palazzo', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'appartamento', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', 'casa', ' corto', ' magazzeno', 'casa', 'casa', 'casa', 'casa', 'bottega', ' casa', 'bottega', ' casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', 'casa', ' corto', 'casa', ' corto', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'casa', 'appartamento', 'casa', 'casa', ' corto', 'casa', 'casa', 'casa', 'magazzeno', ' stanza', 'bottega', ' stanza', 'bottega', ' casa', 'magazzeno', 'casa', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa', 'casa', 'casa', 'bottega', 'casa', 'casa']"
